,team,min,pts,fgm,fga,threepm,threepa,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,point_diff
72,UTA,240,137,49,84,15,36,24,32,16,39,55,29,7,10,13,13,36
73,OKC,240,101,37,90,16,37,11,17,11,21,32,27,9,1,10,22,-36
74,CHI,240,94,35,80,7,23,17,23,7,33,40,19,7,4,17,22,-23
75,BOS,240,117,43,88,17,37,14,22,8,34,42,29,11,6,13,18,23
76,ATL,240,118,43,92,16,39,16,19,7,32,39,26,11,1,6,13,15
77,WAS,240,103,42,86,10,35,9,11,6,38,44,26,4,4,14,17,-15
78,NYK,240,98,32,83,13,38,21,36,10,32,42,22,4,7,11,19,-12
79,BKN,240,110,41,93,14,41,14,18,13,36,49,28,7,6,14,26,12
80,DAL,240,131,45,80,15,33,26,34,8,33,41,28,8,1,10,24,18
81,DET,240,113,35,82,11,30,32,35,11,31,42,26,7,5,11,21,-18
82,PHI,240,131,47,87,23,40,14,18,5,31,36,34,8,3,16,14,9
83,IND,240,122,45,95,12,40,20,21,16,32,48,29,8,10,16,18,-9
84,CHI,240,106,42,98,9,33,13,13,13,29,42,22,8,2,15,21,-21
85,MIL,240,127,46,87,12,35,23,25,8,39,47,32,8,8,14,19,21
86,OKC,240,98,39,81,9,29,11,22,13,34,47,15,12,12,17,10,4
87,POR,240,94,35,83,11,32,13,16,10,30,40,24,10,6,17,19,-4
88,MIN,240,114,41,91,14,41,18,25,6,32,38,27,6,3,10,16,-18
89,WAS,240,132,56,101,13,30,7,14,9,43,52,38,4,4,10,25,18
90,CHA,240,115,45,85,12,38,13,18,7,24,31,34,8,3,15,18,-29
91,MIA,240,144,48,84,23,42,25,29,8,33,41,29,10,1,15,19,29
92,HOU,240,105,40,99,11,43,14,25,18,30,48,18,8,6,11,20,-13
93,BKN,240,118,39,86,15,37,25,27,12,40,52,22,6,9,17,23,13
94,ATL,240,108,43,94,14,37,8,12,10,33,43,31,5,4,7,22,-10
95,TOR,240,118,44,101,9,35,21,31,20,40,60,20,6,5,8,14,10
96,PHX,240,121,50,102,14,39,7,9,11,42,53,38,10,4,14,22,11
97,LAL,240,110,39,86,9,29,23,30,7,39,46,22,7,3,16,14,-11
98,ORL,240,120,47,93,16,35,10,15,8,35,43,31,9,8,7,19,5
99,CLE,240,115,42,86,16,36,15,22,9,38,47,25,6,4,12,11,-5
100,NOP,240,123,45,88,12,25,21,26,14,30,44,26,13,2,13,20,14
101,SAC,240,109,39,76,11,30,20,22,3,31,34,28,4,3,15,20,-14
102,MEM,265,115,39,101,13,31,24,29,10,41,51,26,13,7,13,29,-6
103,UTA,265,121,40,96,12,38,29,43,13,48,61,23,8,8,17,21,6
104,SAS,240,116,44,89,12,26,16,24,5,43,48,31,6,3,11,14,19
105,DEN,240,97,41,98,7,33,8,12,10,41,51,22,4,2,11,19,-19
106,NYK,240,118,45,93,15,44,13,16,13,43,56,29,9,7,10,22,30
107,ORL,240,88,30,85,12,44,16,27,8,32,40,18,5,2,11,12,-30
108,LAC,240,119,45,95,21,44,8,10,12,29,41,33,10,5,10,21,19
109,NOP,240,100,35,87,9,24,21,27,19,35,54,22,4,5,16,13,-19
110,GSW,240,109,41,79,16,34,11,15,7,40,47,29,8,8,17,28,19
111,SAC,240,90,31,81,7,33,21,24,6,29,35,19,5,1,13,15,-19
112,DET,240,121,43,99,21,41,14,18,10,28,38,31,11,4,12,19,4
113,IND,240,117,45,94,12,38,15,19,17,41,58,33,6,11,19,21,-4
114,MIA,240,114,41,79,18,38,14,22,8,30,38,30,9,4,17,21,5
115,TOR,240,109,35,83,12,39,27,34,10,28,38,19,12,1,17,20,-5
116,MIN,240,139,51,86,17,41,20,25,7,25,32,32,13,6,19,27,7
117,HOU,240,132,48,85,16,40,20,29,11,25,36,28,8,4,24,24,-7
118,LAL,240,118,49,92,6,20,14,21,6,34,40,31,4,5,13,25,-11
119,DEN,240,129,47,82,12,31,23,29,6,32,38,33,10,5,12,18,11
120,DAL,240,118,39,76,16,38,24,27,2,36,38,28,7,3,14,20,6
121,MIL,240,112,42,95,15,40,13,18,10,26,36,25,9,1,9,22,-6
122,WAS,240,102,38,82,8,21,18,20,7,25,32,21,4,2,12,14,-42
123,BOS,240,144,56,91,23,44,9,13,7,32,39,39,6,5,8,20,42
124,SAS,240,113,38,84,14,42,23,30,10,41,51,25,9,1,13,18,21
125,POR,240,92,33,84,16,45,10,15,7,32,39,22,7,4,14,22,-21
126,OKC,240,117,43,87,17,41,14,18,12,42,54,33,7,4,18,18,21
127,PHX,240,96,37,89,7,38,15,17,6,27,33,22,14,4,11,17,-21
128,PHI,240,112,33,80,11,31,35,42,12,38,50,23,7,8,14,19,4
129,CLE,240,108,35,78,15,33,23,31,7,34,41,24,10,3,12,28,-4
130,GSW,240,111,40,84,20,48,11,12,6,35,41,30,5,6,11,22,4
131,UTA,240,107,38,89,15,46,16,22,12,35,47,19,8,2,13,17,-4
132,MIA,240,127,44,82,17,34,22,27,5,36,41,28,4,1,9,21,18
133,CHI,240,109,37,86,9,34,26,29,11,28,39,21,5,4,6,19,-18
134,ATL,240,122,36,86,13,41,37,49,10,44,54,18,10,4,7,18,7
135,BKN,240,115,42,99,17,37,14,19,10,42,52,17,5,3,13,29,-7
136,NYK,240,101,31,77,13,30,26,34,6,29,35,19,6,4,11,19,-18
137,CLE,240,119,44,81,15,34,16,21,7,36,43,26,6,3,12,24,18
138,PHI,240,144,53,87,21,43,17,21,10,37,47,38,10,5,19,18,30
139,CHA,240,114,42,87,11,30,19,24,7,25,32,34,14,1,17,18,-30
140,LAL,240,111,39,82,11,27,22,31,7,33,40,24,10,1,17,24,-3
141,NOP,240,114,41,79,7,26,25,29,4,33,37,23,8,4,15,21,3
142,DEN,240,130,46,86,12,35,26,29,10,34,44,36,7,2,18,23,-6
143,MIN,240,136,43,86,19,40,31,36,10,28,38,26,14,4,12,23,6
144,POR,240,111,41,92,15,35,14,20,12,30,42,27,12,2,12,20,-19
145,SAS,240,130,46,81,16,37,22,28,8,36,44,34,9,6,15,16,19
146,PHX,240,114,47,86,10,27,10,17,2,37,39,27,8,4,20,25,-8
147,MEM,240,122,46,102,7,24,23,28,16,32,48,30,7,2,11,18,8
148,SAC,240,122,42,81,12,28,26,34,8,39,47,29,6,11,13,19,5
149,HOU,240,117,41,97,17,45,18,26,15,30,45,26,9,7,11,25,-5
150,LAC,240,153,56,92,23,43,18,24,8,28,36,34,9,7,10,17,34
151,MIL,240,119,50,94,8,25,11,18,13,25,38,30,6,5,15,19,-34
152,TOR,240,102,36,86,13,42,17,20,10,31,41,21,13,3,10,14,13
153,ORL,240,89,34,79,11,35,10,11,9,36,45,24,6,4,22,14,-13
154,DET,240,110,40,94,15,48,15,18,8,36,44,29,9,8,8,20,9
155,OKC,240,101,36,84,11,34,18,29,12,42,54,24,1,8,17,15,-9
156,IND,240,123,42,81,17,36,22,23,8,22,30,25,9,3,16,30,-5
157,BOS,240,128,45,83,12,33,26,28,11,29,40,29,7,4,16,19,5
158,WAS,240,135,49,90,17,33,20,22,8,37,45,33,7,4,9,19,32
159,DAL,240,103,34,78,11,38,24,26,5,31,36,14,3,3,13,16,-32
160,CHI,265,135,50,102,10,29,25,32,13,37,50,24,6,3,8,17,5
161,LAC,265,130,45,90,16,36,24,26,4,36,40,26,7,5,12,24,-5
162,MIL,265,120,40,89,12,41,28,34,11,46,57,17,12,3,23,14,1
163,BKN,265,119,45,97,18,37,11,16,5,36,41,31,12,7,16,25,-1
164,ATL,240,131,45,91,17,39,24,28,12,36,48,27,7,4,9,22,24
165,CLE,240,107,39,90,7,30,22,28,15,32,47,19,6,5,14,20,-24
166,DET,240,102,41,82,10,35,10,15,5,33,38,26,11,4,10,21,8
167,PHI,240,94,31,69,7,26,25,28,4,35,39,22,8,9,15,17,-8
168,LAL,240,109,41,83,7,25,20,28,9,31,40,18,5,3,11,21,-13
169,UTA,240,122,46,90,15,44,15,24,9,32,41,25,7,2,8,20,13
170,PHX,240,107,38,92,7,28,24,30,12,34,46,20,9,1,14,19,4
171,GSW,240,103,35,83,13,38,20,25,10,38,48,26,7,4,21,24,-4
172,NOP,240,117,40,78,6,24,31,39,12,28,40,26,16,6,14,16,10
173,POR,240,107,39,85,14,42,15,18,13,28,41,30,7,4,22,27,-10
174,SAS,240,111,42,83,14,35,13,16,7,30,37,26,8,1,15,13,-1
175,MEM,240,112,44,91,16,39,8,11,12,28,40,26,8,5,14,15,1
176,HOU,240,118,43,94,13,42,19,25,12,39,51,23,7,4,18,34,-3
177,SAC,240,121,44,95,7,26,26,36,13,31,44,21,7,10,9,21,3
178,MIA,240,106,38,79,13,34,17,25,4,38,42,27,9,6,18,23,8
179,BOS,240,98,35,85,11,37,17,23,8,36,44,27,9,1,18,22,-8
180,ATL,240,136,49,91,18,39,20,22,6,37,43,28,10,4,13,19,18
181,OKC,240,118,41,87,17,41,19,27,10,32,42,31,5,2,18,17,-18
182,CHA,240,125,49,90,12,35,15,17,8,32,40,39,7,3,12,21,11
183,NYK,240,114,40,85,16,44,18,26,11,32,43,23,5,5,14,19,-11
184,IND,240,118,44,97,12,40,18,23,18,19,37,29,11,4,8,21,-7
185,DEN,240,125,50,80,12,28,13,14,8,35,43,33,6,4,20,20,7
186,ORL,240,110,40,96,11,34,19,22,11,31,42,21,8,5,12,23,-17
187,WAS,240,127,47,92,13,36,20,26,12,39,51,35,5,8,12,15,17
188,TOR,240,125,48,96,18,36,11,15,11,36,47,32,9,4,19,23,23
189,MIN,240,102,37,92,11,37,17,23,17,31,48,26,11,9,22,19,-23
190,DAL,240,120,46,88,16,42,12,15,9,29,38,28,6,6,12,17,8
191,CLE,240,112,42,83,11,25,17,22,9,30,39,24,7,3,15,15,-8
192,UTA,240,115,43,78,12,31,17,29,10,28,38,23,5,5,15,24,-6
193,LAC,240,121,41,83,15,36,24,28,10,23,33,21,8,4,11,23,6
194,BKN,240,130,42,76,15,28,31,34,8,33,41,24,9,6,19,19,7
195,DET,240,123,48,99,16,38,11,13,16,23,39,28,11,4,14,25,-7
196,LAL,240,110,40,89,12,44,18,22,14,34,48,20,7,2,9,22,-18
197,DAL,240,128,45,87,20,46,18,23,11,35,46,27,5,1,8,14,18
198,MIL,240,118,44,88,14,38,16,23,9,39,48,26,5,4,11,17,2
199,PHI,240,116,43,89,16,41,14,18,5,35,40,28,7,3,9,19,-2
200,WAS,240,94,38,79,6,26,12,17,7,30,37,25,6,7,14,17,-13
201,CHI,240,107,43,85,6,18,15,18,6,30,36,26,9,1,9,14,13
202,POR,265,131,51,112,20,50,9,13,19,28,47,28,17,5,11,23,-3
203,OKC,265,134,48,90,20,45,18,25,11,38,49,32,7,3,21,15,3
204,GSW,240,95,33,81,9,29,20,26,7,33,40,18,6,7,17,27,-28
205,MEM,240,123,43,92,12,30,25,35,13,39,52,26,11,3,14,21,28
206,HOU,240,120,38,92,20,49,24,28,10,34,44,26,5,9,12,24,-3
207,SAS,240,123,47,100,7,29,22,28,17,39,56,28,11,5,13,20,3
208,CHI,240,104,34,79,6,23,30,33,6,41,47,16,6,3,14,24,-5
209,NYK,240,109,38,89,12,35,21,35,13,33,46,19,4,4,6,22,5
210,SAC,240,100,37,81,12,35,14,18,5,27,32,21,6,2,14,12,-23
211,MIA,240,123,49,90,19,40,6,6,10,38,48,30,7,1,16,20,23
212,CHA,240,109,44,93,13,42,8,12,8,32,40,33,11,3,15,21,-4
213,DEN,240,113,40,86,12,33,21,28,17,34,51,29,7,3,16,17,4
214,ATL,240,132,47,86,17,35,21,26,13,27,40,32,11,4,15,19,9
215,IND,240,123,45,87,17,36,16,18,8,20,28,32,7,6,14,22,-9
216,CLE,240,107,37,83,13,41,20,23,6,35,41,26,11,4,15,13,6
217,ORL,240,101,42,87,10,37,7,13,8,37,45,31,6,1,17,24,-6
218,TOR,265,115,46,106,10,39,13,18,16,36,52,16,10,11,10,28,3
219,BOS,265,112,39,95,12,40,22,28,16,41,57,23,5,7,17,15,-3
220,BKN,240,110,43,97,7,34,17,26,14,36,50,30,9,11,11,20,-9
221,CHA,240,119,42,98,17,32,18,23,17,36,53,26,6,2,12,22,9
222,DAL,240,114,40,77,17,34,17,24,10,35,45,21,3,2,10,13,14
223,UTA,240,100,41,89,12,34,6,10,7,29,36,23,5,1,6,20,-14
224,NOP,240,116,44,91,9,27,19,24,12,29,41,25,10,1,7,13,8
225,LAL,240,108,42,80,14,35,10,16,7,32,39,26,5,2,15,20,-8
226,PHI,240,104,37,89,10,36,20,26,12,33,45,22,6,4,12,19,-10
227,PHX,240,114,45,87,13,27,11,17,5,35,40,24,5,5,13,21,10
228,MIN,240,112,45,84,14,32,8,12,4,26,30,26,7,3,14,21,-22
229,BOS,240,134,49,87,17,39,19,21,10,35,45,27,7,5,13,20,22
230,NYK,240,104,34,85,13,41,23,29,13,38,51,19,8,8,14,16,2
231,DET,240,102,39,85,8,29,16,18,9,28,37,23,8,5,10,21,-2
232,GSW,240,115,38,89,8,33,31,39,13,33,46,20,8,2,10,24,-8
233,WAS,240,123,44,84,16,28,19,22,5,37,42,33,5,8,12,24,8
234,POR,240,98,37,93,12,40,12,17,21,30,51,21,14,4,23,19,-17
235,HOU,240,115,44,84,15,35,12,18,8,30,38,34,12,8,21,14,17
236,CLE,240,94,34,82,7,31,19,27,15,31,46,17,7,3,13,23,-4
237,CHI,240,98,36,75,5,21,21,25,6,31,37,23,6,1,15,21,4
238,DEN,240,113,41,85,8,31,23,24,10,37,47,33,11,5,15,19,6
239,OKC,240,107,39,84,14,36,15,16,5,31,36,29,8,5,17,19,-6
240,MIL,240,102,37,93,7,32,21,26,14,32,46,19,4,7,14,21,-25
241,MEM,240,127,49,102,13,37,16,23,16,38,54,30,10,9,8,19,25
242,TOR,240,131,51,84,15,32,14,19,9,33,42,34,9,3,6,16,40
243,IND,240,91,33,79,11,36,14,20,9,26,35,23,5,3,14,14,-40
244,ORL,265,110,45,106,13,36,7,7,15,42,57,27,9,3,13,20,-4
245,SAC,265,114,42,98,11,36,19,24,18,41,59,24,4,4,14,12,4
246,MIA,240,95,33,75,10,34,19,26,6,33,39,20,7,5,24,23,-15
247,BKN,240,110,39,83,11,33,21,26,11,29,40,26,15,5,17,22,15
248,SAS,240,107,39,92,7,26,22,25,16,33,49,22,4,6,10,17,4
249,NOP,240,103,40,90,10,32,13,19,12,30,42,23,4,11,8,19,-4
250,LAC,240,97,34,85,8,25,21,25,9,30,39,19,7,7,16,18,-25
251,PHI,240,122,43,92,15,35,21,24,12,40,52,23,12,8,13,18,25
252,HOU,240,125,43,83,19,45,20,23,9,28,37,27,12,3,16,22,19
253,POR,240,106,43,85,3,20,17,23,13,25,38,28,6,3,17,21,-19
254,MIA,240,103,35,70,12,33,21,25,8,27,35,18,6,3,15,25,-8
255,NYK,240,111,36,82,17,50,22,28,17,25,42,23,8,2,11,24,8
256,DAL,240,95,35,90,10,43,15,19,10,35,45,21,4,5,11,19,-21
257,MIN,240,116,43,84,11,32,19,24,6,39,45,26,4,2,9,21,21
258,GSW,240,110,43,90,14,41,10,13,14,33,47,27,4,1,16,22,-11
259,ATL,240,121,46,89,14,37,15,19,12,32,44,27,11,4,12,18,11
260,WAS,240,100,36,83,9,30,19,21,5,40,45,23,6,7,17,15,3
261,DET,240,97,39,95,6,32,13,14,10,38,48,19,9,8,15,20,-3
262,CHA,240,107,41,88,13,34,12,17,16,29,45,26,7,3,10,17,6
263,UTA,240,101,38,84,17,47,8,11,9,29,38,25,7,2,12,16,-6
264,DEN,240,130,48,81,15,32,19,27,10,27,37,27,5,2,17,22,-10
265,PHX,240,140,52,86,13,27,23,29,5,24,29,32,7,3,9,23,10
266,NOP,240,126,41,83,12,29,32,34,10,33,43,23,10,2,11,17,17
267,CHI,240,109,40,78,14,34,15,19,4,29,33,25,5,4,15,24,-17
268,WAS,240,102,43,92,11,38,5,9,12,29,41,25,9,1,11,17,-12
269,MIL,240,114,42,81,16,35,14,16,4,37,41,23,5,2,16,17,12
270,MEM,240,133,50,93,21,42,12,17,16,39,55,34,8,9,17,22,30
271,IND,240,103,39,92,9,33,16,23,9,22,31,20,7,8,11,19,-30
272,TOR,240,117,42,89,16,37,17,19,13,27,40,26,9,5,9,22,13
273,CLE,240,104,37,79,12,30,18,22,9,27,36,24,4,3,13,14,-13
274,PHI,240,126,47,91,10,27,22,28,8,35,43,26,7,5,7,13,5
275,LAL,240,121,50,97,11,30,10,16,11,34,45,25,6,3,12,19,-5
276,SAS,240,133,46,94,19,44,22,24,14,39,53,34,8,11,14,13,37
277,POR,240,96,36,94,7,26,17,18,12,31,43,18,5,5,18,21,-37
278,HOU,240,91,33,82,4,28,21,28,12,33,45,17,8,5,16,21,-19
279,DAL,240,110,42,86,8,33,18,22,8,34,42,24,9,1,13,24,19
280,ORL,240,102,36,93,17,51,13,16,9,36,45,24,3,3,11,22,-16
281,OKC,240,118,38,79,17,41,25,30,5,39,44,21,6,6,12,16,16
282,GSW,240,118,40,77,15,36,23,27,7,38,45,23,5,2,13,24,14
283,MIA,240,104,37,85,14,36,16,21,8,26,34,26,8,1,10,19,-14
284,MEM,240,132,47,101,19,38,19,22,16,30,46,28,8,7,13,22,12
285,BKN,240,120,43,87,9,25,25,27,10,29,39,18,6,10,14,20,-12
286,MIN,240,116,42,95,13,43,19,22,15,30,45,27,5,5,12,21,-9
287,PHX,240,125,45,86,12,33,23,29,11,32,43,30,6,9,13,20,9
288,SAC,240,110,43,82,12,37,12,17,4,32,36,26,7,3,17,10,1
289,IND,240,109,42,91,14,36,11,11,10,32,42,34,11,3,15,17,-1
290,BOS,240,125,50,84,19,36,6,7,8,31,39,37,8,10,13,20,28
291,UTA,240,97,35,88,8,36,19,21,16,24,40,13,8,1,14,14,-28
292,ATL,240,101,37,92,14,44,13,15,9,31,40,21,8,3,14,17,-21
293,DET,240,122,44,88,12,33,22,25,9,45,54,30,10,4,16,19,21
294,CHA,240,106,42,89,13,46,9,17,14,31,45,26,5,4,11,18,-15
295,NYK,240,121,43,83,20,45,15,17,6,34,40,30,5,3,9,17,15
296,DEN,240,127,45,83,16,32,21,23,6,34,40,31,4,5,11,19,12
297,LAC,240,115,42,86,10,32,21,26,6,29,35,27,3,7,6,19,-12
298,MIL,240,126,50,82,12,28,14,20,5,48,53,26,4,6,15,12,28
299,CHI,240,98,39,92,13,33,7,13,5,28,33,21,9,4,7,12,-28
300,ATL,240,117,40,81,15,36,22,27,10,33,43,26,7,5,14,18,6
301,NYK,240,111,42,86,13,34,14,26,14,27,41,20,12,4,14,23,-6
302,GSW,240,90,34,85,11,32,11,16,12,36,48,21,6,3,18,23,-4
303,ORL,240,94,34,79,10,36,16,20,6,33,39,25,9,6,14,14,4
304,DAL,240,110,40,83,14,46,16,21,7,40,47,27,5,3,12,21,2
305,MIN,240,108,36,91,13,36,23,29,15,35,50,21,9,3,9,18,-2
306,BOS,240,132,44,86,15,40,29,34,6,36,42,22,8,7,9,18,9
307,OKC,240,123,48,93,17,37,10,14,10,32,42,23,5,4,11,26,-9
308,WAS,240,97,35,85,6,29,21,24,10,37,47,24,7,6,11,15,-18
309,HOU,240,115,42,85,20,39,11,13,6,38,44,30,5,8,13,22,18
310,TOR,240,99,40,91,6,32,13,15,14,35,49,26,5,6,14,20,-14
311,CHI,240,113,44,90,11,28,14,24,14,28,42,28,6,7,6,14,14
312,DET,240,115,36,85,9,35,34,41,12,36,48,22,8,5,20,34,-4
313,POR,240,119,37,88,8,28,37,49,17,30,47,22,15,7,9,26,4
314,BKN,240,114,45,83,11,30,13,15,7,34,41,31,5,4,14,19,8
315,UTA,240,106,37,83,14,39,18,22,11,26,37,18,8,7,14,16,-8
316,MIA,240,106,38,80,10,33,20,20,4,30,34,23,6,4,12,16,-7
317,PHI,240,113,43,86,15,37,12,16,11,34,45,26,6,4,12,20,7
318,LAL,240,131,53,94,12,32,13,16,9,32,41,34,7,3,8,19,11
319,CLE,240,120,45,86,14,39,16,19,8,30,38,29,3,2,12,19,-11
320,NOP,240,103,40,90,9,24,14,16,15,32,47,23,9,4,15,16,-3
321,CHA,240,106,40,79,13,37,13,15,5,30,35,34,5,10,17,19,3
322,OKC,240,85,30,92,13,48,12,18,14,33,47,19,13,7,16,24,-5
323,ORL,240,90,32,83,7,31,19,24,15,45,60,22,11,4,21,17,5
324,MEM,240,122,46,96,16,34,14,17,7,44,51,26,14,6,14,24,24
325,HOU,240,98,37,86,10,31,14,24,5,40,45,26,6,3,17,16,-24
326,POR,240,98,38,81,9,33,13,18,10,22,32,23,10,3,18,19,-31
327,IND,240,129,48,84,15,35,18,21,11,30,41,38,10,2,16,19,31
328,SAS,240,110,38,98,15,40,19,25,17,27,44,25,7,2,11,18,2
329,GSW,240,108,41,90,11,33,15,21,20,37,57,26,5,1,15,20,-2
330,PHI,240,88,30,73,7,27,21,28,5,35,40,21,7,5,10,23,-5
331,TOR,240,93,35,93,7,26,16,23,20,36,56,16,5,4,9,16,5
332,DEN,240,104,35,87,14,39,20,25,13,28,41,22,4,3,11,15,-20
333,BOS,240,124,47,82,19,40,11,11,5,33,38,29,4,6,9,18,20
334,NYK,240,93,31,83,16,40,15,21,10,27,37,20,7,2,11,19,-15
335,UTA,240,108,34,74,17,46,23,29,9,40,49,16,9,11,12,17,15
336,PHX,265,127,46,92,12,28,23,27,10,40,50,25,12,5,18,30,3
337,SAC,265,124,39,91,16,34,30,36,9,33,42,27,12,2,15,21,-3
338,NOP,240,117,43,96,7,21,24,27,18,36,54,22,12,1,16,23,5
339,ATL,240,112,41,87,10,32,20,23,7,33,40,22,7,4,16,22,-5
340,WAS,240,127,44,85,13,31,26,31,7,29,36,30,10,1,8,13,8
341,LAL,240,119,48,91,13,35,10,11,9,32,41,25,3,1,15,23,-8
342,DET,240,109,41,85,13,30,14,19,10,28,38,23,10,6,16,22,-4
343,CLE,240,113,45,88,10,26,13,23,12,32,44,28,7,4,16,16,4
344,DAL,240,108,39,89,14,38,16,20,12,32,44,18,4,4,15,26,-21
345,CHA,240,129,44,88,20,42,21,27,10,36,46,33,8,8,9,18,21
346,MIN,240,138,47,92,22,47,22,26,8,36,44,30,12,2,11,19,19
347,MIL,240,119,43,97,19,52,14,17,14,37,51,27,6,4,14,18,-19
348,PHX,240,129,47,84,11,25,24,26,10,39,49,23,5,4,13,20,27
349,CHI,240,102,35,85,7,27,25,31,13,24,37,20,6,0,11,18,-27
350,BOS,240,126,46,82,22,40,12,17,6,37,43,33,11,1,13,23,29
351,SAC,240,97,33,79,13,36,18,24,8,29,37,23,5,6,16,14,-29
352,UTA,240,121,47,97,16,44,11,14,15,44,59,30,9,5,12,18,29
353,LAC,240,92,31,86,11,35,19,21,8,35,43,23,10,8,12,13,-29
354,NOP,240,124,48,96,14,34,14,18,13,45,58,24,13,4,10,21,33
355,SAS,240,91,32,89,11,44,16,20,8,32,40,22,5,4,16,12,-33
356,HOU,240,118,39,79,12,27,28,32,5,37,42,24,9,8,16,19,-3
357,IND,240,121,47,101,14,43,13,19,16,30,46,29,7,4,13,26,3
358,OKC,240,108,40,84,10,34,18,23,11,36,47,19,4,5,12,10,-12
359,MIA,240,120,46,95,18,51,10,12,11,35,46,25,5,0,6,19,12
360,LAL,265,128,47,96,19,43,15,21,13,30,43,33,6,4,14,19,5
361,TOR,265,123,49,97,12,37,13,20,16,30,46,25,8,2,12,19,-5
362,CLE,265,119,44,98,14,37,17,26,15,31,46,31,11,4,11,17,3
363,DEN,265,116,46,92,10,33,14,18,13,38,51,35,6,3,19,24,-3
364,POR,240,123,48,96,13,35,14,24,17,20,37,29,14,4,14,26,-5
365,BKN,240,128,45,77,10,25,28,33,13,32,45,24,7,4,21,22,5
366,NYK,240,100,31,90,10,33,28,36,19,41,60,18,9,3,13,20,3
367,WAS,240,97,34,79,13,34,16,21,3,35,38,19,2,6,13,27,-3
368,MEM,240,105,40,86,8,22,17,23,15,33,48,18,6,10,17,18,-15
369,ATL,240,120,45,91,13,28,17,21,7,33,40,28,12,6,10,20,15
370,PHI,240,111,37,75,16,38,21,23,5,33,38,23,9,4,12,21,10
371,DAL,240,101,37,80,12,32,15,21,11,29,40,21,4,3,12,17,-10
372,ORL,240,120,47,97,11,30,15,21,10,35,45,24,3,4,14,21,-14
373,DET,240,134,47,94,20,43,20,31,10,35,45,34,11,3,9,21,14
374,HOU,240,112,42,85,16,39,12,19,9,24,33,26,9,3,12,13,-17
375,PHX,240,129,53,95,13,33,10,13,13,36,49,32,5,4,11,18,17
376,BKN,240,111,45,91,9,26,12,15,19,26,45,28,2,2,11,21,-2
377,DAL,240,113,41,83,12,34,19,19,9,28,37,21,5,2,11,17,2
378,NYK,240,128,40,80,16,38,32,39,9,38,47,31,9,8,11,14,30
379,POR,240,98,40,91,11,34,7,14,10,31,41,26,1,3,12,31,-30
380,DEN,240,127,46,90,15,37,20,21,8,33,41,30,7,3,10,25,18
381,WAS,240,109,41,87,5,23,22,31,13,35,48,26,7,8,11,18,-18
382,CLE,240,114,39,80,9,28,27,32,8,31,39,25,9,4,9,17,-4
383,PHI,240,118,41,79,12,32,24,28,7,32,39,24,6,2,11,25,4
384,CHA,240,116,43,87,11,35,19,23,11,32,43,30,8,8,9,18,10
385,ATL,240,106,40,93,13,37,13,14,12,31,43,28,6,2,13,23,-10
386,TOR,240,103,38,83,11,32,16,21,13,30,43,14,5,1,11,12,3
387,LAC,240,100,38,78,11,30,13,15,10,31,41,27,7,2,14,15,-3
388,GSW,240,88,32,86,11,48,13,16,7,31,38,19,8,4,8,21,-22
389,BOS,240,110,38,81,15,40,19,22,8,45,53,23,4,4,10,15,22
390,SAC,240,126,46,94,16,43,18,21,7,32,39,27,8,5,15,21,-9
391,MIL,240,135,47,89,18,35,23,32,8,39,47,21,12,3,13,19,9
392,CHI,240,110,43,91,12,34,12,17,5,32,37,28,10,2,12,22,-15
393,UTA,240,125,42,83,19,39,22,29,10,37,47,20,8,6,17,18,15
394,OKC,240,120,43,82,13,35,21,29,10,37,47,24,11,1,19,18,-2
395,SAS,240,122,43,98,19,41,17,20,15,33,48,31,10,2,12,18,2
396,MIN,240,124,40,90,17,42,27,31,15,36,51,22,7,6,17,23,20
397,LAL,240,104,39,93,10,44,16,23,13,25,38,23,7,4,14,25,-20
398,IND,240,102,41,98,6,30,14,19,16,33,49,23,4,3,19,21,-33
399,MEM,240,135,54,105,15,40,12,20,18,33,51,38,11,11,10,16,33
400,BKN,240,150,53,88,16,27,28,34,7,41,48,35,9,4,13,23,42
401,ORL,240,108,36,95,15,41,21,27,11,26,37,25,2,4,12,25,-42
402,NOP,240,115,43,86,12,34,17,24,13,32,45,29,7,4,17,19,-16
403,PHX,240,131,49,90,18,34,15,15,6,28,34,35,9,2,9,22,16
404,DET,240,98,37,80,10,34,14,22,6,33,39,23,6,5,13,30,-7
405,MIA,240,105,29,72,12,33,35,39,7,37,44,20,1,1,13,21,7
406,CHA,240,134,49,91,20,35,16,21,8,29,37,33,12,7,6,17,18
407,OKC,240,116,42,90,16,44,16,19,13,36,49,31,4,3,18,19,-18
408,TOR,240,114,39,96,10,37,26,36,19,45,64,24,8,9,13,20,11
409,LAL,240,103,34,87,13,42,22,29,9,34,43,20,7,7,13,27,-11
410,UTA,240,111,37,93,17,48,20,24,13,32,45,21,7,4,14,23,-6
411,MIL,240,117,40,86,12,31,25,29,6,36,42,21,10,3,14,19,6
412,GSW,240,126,45,84,18,45,18,22,6,38,44,26,7,4,13,21,14
413,WAS,240,112,42,82,10,26,18,23,5,30,35,28,7,1,12,18,-14
414,CHI,240,103,36,88,10,34,21,22,9,31,40,22,5,5,15,20,-9
415,SAC,240,112,39,82,10,25,24,26,7,38,45,25,10,3,16,21,9
416,MIN,240,149,52,90,17,33,28,32,7,33,40,28,8,3,16,20,10
