,team,min,pts,fgm,fga,threepm,threepa,ftm,fta,oreb,dreb,reb,ast,stl,blk,tov,pf,point_diff
771,SAC,240,122,43,82,12,31,24,29,4,29,33,30,8,1,14,25,9
772,POR,240,110,39,89,13,37,19,25,10,32,42,21,4,2,12,22,-20
773,DAL,240,130,45,81,18,43,22,26,3,37,40,25,4,5,13,19,20
774,CHA,240,106,39,98,15,43,13,19,15,28,43,26,8,5,13,25,-19
775,OKC,240,110,41,88,11,37,17,21,9,36,45,29,7,4,22,21,-2
776,IND,240,112,42,80,11,36,17,19,5,28,33,34,6,4,10,22,-6
777,GSW,240,106,39,94,17,43,11,13,13,35,48,31,8,6,17,21,-12
778,MIN,240,112,43,87,12,25,14,25,11,32,43,23,16,6,16,18,2
779,BKN,240,119,46,76,9,26,18,23,4,33,37,22,5,6,15,25,3
780,ORL,240,117,42,91,9,33,24,28,15,38,53,19,7,1,18,26,8
781,PHI,240,118,39,85,15,38,25,31,11,38,49,23,11,5,15,13,12
782,TOR,240,116,41,84,9,24,25,29,7,25,32,17,5,1,9,19,-3
783,LAL,240,126,48,91,12,33,18,24,11,34,45,29,11,4,15,21,18
784,DEN,240,108,39,81,9,27,21,28,9,30,39,25,7,4,19,17,-18
785,BOS,240,109,35,84,11,46,28,34,10,28,38,17,9,12,14,21,-8
786,MIA,240,111,39,88,16,47,17,23,14,26,40,21,10,6,14,19,3
787,HOU,240,108,44,94,9,33,11,17,18,33,51,22,10,4,15,19,-3
788,MIL,240,101,35,94,13,50,18,27,11,28,39,22,5,1,9,18,-41
789,PHX,240,111,44,95,9,32,14,18,15,38,53,27,8,8,9,18,16
790,LAC,240,95,34,90,12,33,15,21,21,31,52,21,4,3,18,18,-16
791,UTA,265,132,42,92,18,47,30,37,11,33,44,24,8,6,16,25,3
792,NOP,265,129,47,99,12,30,23,28,19,30,49,24,8,6,18,30,-3
793,MEM,240,142,56,102,12,32,18,23,14,42,56,30,5,7,8,19,41
794,SAC,240,124,45,93,17,46,17,20,13,37,50,29,3,3,15,16,1
795,CHA,265,134,47,114,17,51,23,29,17,35,52,21,7,6,5,29,-7
796,TOR,240,123,47,94,6,21,23,27,11,28,39,25,8,7,7,18,-1
797,MIA,240,110,37,86,24,56,12,15,7,32,39,25,9,1,14,21,2
798,DET,265,141,48,93,18,40,27,36,12,40,52,25,0,8,16,29,7
799,DEN,240,141,54,83,4,16,29,35,7,38,45,31,8,7,19,17,13
800,OKC,240,108,41,82,9,24,17,23,7,37,44,26,7,4,14,16,-2
801,CHI,265,120,46,84,9,28,19,22,3,28,31,25,6,7,12,18,-8
802,NYK,265,128,45,91,18,34,20,25,15,33,48,25,7,5,18,25,8
803,DAL,240,90,29,74,13,38,19,26,6,27,33,17,2,3,13,15,-15
804,CLE,240,105,41,78,8,24,15,19,5,38,43,26,5,2,9,20,15
805,MIN,240,88,31,74,4,22,22,30,7,36,43,15,9,4,17,20,-11
806,LAC,240,99,34,89,14,46,17,21,14,38,52,21,8,2,15,21,11
807,GSW,240,119,40,86,14,33,25,29,12,34,46,27,5,4,24,20,-6
808,ATL,240,124,44,88,12,35,24,27,11,28,39,30,2,6,13,21,-11
809,ORL,240,135,47,93,16,36,25,30,14,32,46,28,10,6,14,22,11
810,WAS,240,128,48,91,19,39,13,23,4,20,24,40,10,5,14,28,-13
811,IND,240,125,44,87,16,39,21,25,5,29,34,30,10,8,18,25,6
812,POR,240,128,49,81,18,40,12,17,5,35,40,26,5,3,17,20,16
813,SAS,240,112,45,97,11,29,11,19,14,26,40,23,9,3,11,16,-16
814,PHX,240,97,33,103,13,51,18,19,18,26,44,22,13,7,10,24,-14
815,SAC,240,103,38,92,10,42,17,20,13,35,48,21,5,4,17,22,-20
816,PHI,240,123,43,84,16,35,21,27,4,38,42,34,10,4,12,21,20
817,GSW,240,111,38,95,20,50,15,19,12,25,37,25,7,2,18,22,-17
818,MIL,240,128,45,82,12,29,26,32,12,43,55,22,8,5,23,18,17
819,HOU,240,111,34,81,12,35,31,34,17,50,67,16,6,9,23,21,14
820,UTA,240,121,49,103,15,47,8,12,19,40,59,31,4,10,22,23,21
821,NOP,240,100,37,93,4,27,22,33,15,28,43,25,12,3,17,17,-21
822,LAL,265,118,44,93,8,29,22,30,7,42,49,23,7,9,12,17,-4
823,BOS,265,122,46,104,19,48,11,16,13,38,51,27,6,2,14,22,4
824,ATL,240,103,37,104,12,37,17,22,20,19,39,20,13,1,16,17,-25
825,IND,240,82,28,79,11,39,15,20,8,37,45,16,7,11,18,18,-5
826,MIA,240,87,32,83,9,34,14,18,9,39,48,23,7,2,14,17,5
827,SAS,240,112,46,97,9,27,11,16,19,27,46,25,6,2,13,19,1
828,OKC,240,114,42,88,10,31,20,21,10,32,42,21,4,1,13,22,-7
829,MEM,240,128,50,83,13,32,15,18,5,44,49,36,8,12,23,17,25
830,DAL,240,121,39,93,22,54,21,25,16,34,50,24,4,3,14,19,7
831,CLE,240,111,45,92,5,23,16,17,15,29,44,21,7,7,15,13,-1
832,POR,240,133,48,89,21,46,16,21,11,43,54,32,4,4,19,21,21
833,MIN,240,112,46,93,10,27,10,19,7,30,37,25,12,2,10,19,-21
834,BOS,240,93,33,76,9,39,18,26,5,31,36,27,5,6,15,17,-20
835,LAC,240,113,44,90,10,25,15,21,11,35,46,18,10,2,10,26,20
836,BKN,240,112,44,89,8,27,16,18,7,34,41,25,8,7,13,20,12
837,WAS,240,100,37,79,11,31,15,22,6,38,44,21,6,2,20,16,-12
838,ORL,240,111,36,77,14,31,25,31,11,31,42,25,3,7,18,28,12
839,PHI,240,131,46,83,13,27,26,32,9,32,41,31,6,6,16,24,18
840,SAC,240,99,33,83,10,39,23,35,11,30,41,20,7,0,17,21,-13
841,MIL,240,92,33,90,12,43,14,18,13,39,52,18,5,6,16,12,-5
842,NOP,265,129,50,86,8,25,21,28,7,36,43,31,10,3,17,26,5
843,TOR,240,99,30,75,6,25,33,38,7,21,28,18,9,7,9,25,-12
844,DET,240,117,43,93,17,45,14,17,10,30,40,28,9,3,12,19,-7
845,LAL,240,124,46,84,11,26,21,27,6,36,42,31,8,4,11,14,7
846,PHX,265,124,49,105,13,38,13,17,19,23,42,34,7,5,15,24,-5
847,HOU,240,97,40,91,6,27,11,12,10,39,49,23,11,8,12,17,5
848,CHA,240,113,38,93,11,30,26,30,15,30,45,21,12,3,16,24,-18
849,NYK,240,112,40,89,8,35,24,27,15,40,55,19,8,4,17,22,13
850,ATL,265,123,47,98,13,39,16,21,8,37,45,28,3,6,15,22,1
851,CHI,265,122,48,100,7,27,19,23,13,40,53,28,11,6,19,21,-1
852,DAL,240,115,41,90,11,44,22,26,8,29,37,24,5,4,8,17,-29
853,MIA,240,111,39,81,13,34,20,28,5,27,32,26,5,3,10,22,-4
854,LAC,240,114,40,94,19,48,15,16,9,33,42,22,9,7,10,16,7
855,CHI,240,144,54,85,19,34,17,24,4,40,44,33,8,5,10,17,29
856,UTA,240,110,39,85,15,41,17,21,10,32,42,20,5,6,14,20,-5
857,DEN,240,115,47,86,8,26,13,16,6,33,39,28,5,8,9,17,5
858,BOS,240,107,38,87,12,40,19,26,6,33,39,17,8,6,10,14,-16
859,CLE,240,110,40,85,12,32,18,26,12,36,48,25,6,4,13,14,8
860,IND,240,133,47,85,21,44,18,24,7,23,30,30,10,3,19,27,-3
861,POR,240,124,43,83,13,34,25,28,11,34,45,20,5,4,16,24,6
862,MIN,240,118,45,83,10,23,18,24,4,24,28,22,11,4,13,21,-6
863,OKC,240,102,38,83,10,29,16,20,7,33,40,25,8,6,11,26,-8
864,WAS,240,107,37,85,16,34,17,19,8,42,50,24,8,3,15,15,-7
865,BKN,240,136,52,100,9,28,23,32,29,30,59,19,7,3,18,24,3
866,SAS,240,115,42,78,7,21,24,31,9,37,46,24,8,4,18,21,4
867,GSW,240,123,47,92,13,39,16,20,11,42,53,26,3,6,15,20,16
868,WAS,240,111,41,77,10,29,19,25,12,26,38,25,6,3,14,19,-10
869,NYK,240,121,41,93,13,34,26,30,16,32,48,25,6,7,14,21,19
870,CLE,240,95,34,79,10,30,17,22,8,28,36,20,7,4,20,23,-11
871,SAC,240,106,35,66,16,33,20,32,5,33,38,21,11,5,19,22,11
872,DAL,240,105,41,88,13,40,10,24,12,31,43,21,8,6,11,21,-1
873,MIL,240,106,38,87,11,32,19,23,13,38,51,27,5,4,17,21,1
874,MIN,240,118,42,79,14,35,20,26,6,38,44,30,7,3,17,21,10
875,UTA,240,108,39,90,13,44,17,24,12,28,40,22,9,0,11,20,-10
876,NOP,240,128,46,90,8,27,28,35,13,31,44,27,10,1,11,15,11
877,PHX,240,117,43,86,22,44,9,13,8,29,37,30,6,3,17,25,-11
878,ATL,240,116,46,93,10,29,14,16,12,26,38,21,12,4,18,18,-4
879,BKN,240,120,45,83,13,30,17,21,9,29,38,30,10,5,21,18,4
880,PHI,265,133,48,90,18,40,19,22,7,35,42,30,14,2,23,30,11
881,MEM,240,114,44,91,9,32,17,32,12,36,48,30,11,8,14,19,11
882,DET,240,103,36,90,11,35,20,27,13,34,47,23,6,7,19,29,-11
883,LAL,265,122,44,88,11,31,23,30,7,30,37,29,12,4,21,23,-11
884,CHA,240,102,37,84,6,26,22,28,12,33,45,16,8,6,13,26,-19
885,IND,240,121,43,85,18,41,17,20,13,27,40,23,7,2,12,21,10
886,TOR,240,109,36,85,10,35,27,33,7,26,33,23,10,5,7,17,-4
887,ORL,240,113,42,71,10,26,19,21,3,40,43,24,3,4,20,27,4
888,HOU,240,109,44,98,10,29,11,15,16,26,42,23,3,4,14,19,-9
889,SAS,240,118,46,83,13,36,13,15,7,31,38,25,5,7,17,19,9
890,POR,240,120,44,91,16,40,16,16,13,25,38,30,10,3,13,20,-1
891,DEN,240,121,47,91,12,30,15,22,16,32,48,28,6,5,16,16,1
892,LAC,240,110,37,80,17,36,19,21,7,36,43,24,3,3,16,16,-5
893,MIA,240,115,46,90,12,32,11,14,7,36,43,24,11,1,8,20,5
894,MIL,240,126,46,96,14,33,20,24,17,33,50,34,3,2,7,15,13
895,MEM,240,123,48,94,14,38,13,16,10,40,50,32,13,9,17,19,21
896,SAC,240,113,43,91,12,38,15,16,8,32,40,19,2,4,8,17,-13
897,TOR,240,126,47,106,12,43,20,24,17,37,54,25,10,5,11,22,13
898,ATL,240,89,32,85,6,36,19,24,11,28,39,16,4,6,11,17,-24
899,LAL,240,113,37,87,7,33,32,35,10,36,46,16,6,3,15,17,-13
900,BKN,240,122,49,86,12,31,12,16,5,34,39,33,3,8,11,20,6
901,ORL,265,116,40,95,8,28,28,31,16,37,53,20,8,5,13,21,5
902,CHA,240,116,47,88,10,24,12,23,10,30,40,25,4,3,11,18,-6
903,CHI,240,115,45,90,10,23,15,17,6,35,41,29,11,4,19,20,4
904,IND,240,115,39,81,19,42,18,24,4,27,31,22,10,4,19,17,-6
905,MIN,240,121,44,93,8,23,25,27,16,35,51,25,15,2,23,21,6
906,DET,240,98,35,90,15,42,13,16,8,34,42,17,5,1,13,23,-6
907,LAC,265,111,39,95,15,41,18,26,17,36,53,26,3,9,17,19,-5
908,NOP,240,104,39,85,8,27,18,23,10,40,50,21,8,9,19,21,6
909,WAS,240,111,41,84,9,31,20,29,6,32,38,22,12,6,18,16,-4
910,GSW,240,123,45,98,14,42,19,25,14,28,42,26,8,5,14,18,-1
911,UTA,240,124,46,86,15,35,17,21,9,31,40,26,6,7,17,17,1
912,NYK,240,113,37,83,17,36,22,24,13,42,55,26,6,2,14,23,24
913,BOS,240,125,49,101,16,45,11,13,11,42,53,29,14,3,13,20,27
914,PHX,240,98,37,93,8,32,16,19,13,36,49,19,5,4,18,17,-27
915,OKC,240,102,34,92,14,38,20,23,14,34,48,25,9,3,19,16,-21
916,CLE,240,116,48,93,7,27,13,17,9,35,44,25,11,3,8,20,14
917,DEN,240,115,40,78,13,32,22,28,8,28,36,30,8,4,17,28,-1
918,DET,240,116,43,87,19,41,11,15,9,31,40,27,8,1,13,19,20
919,LAL,240,102,38,89,6,36,20,24,14,29,43,16,4,6,16,13,-14
920,MIA,240,96,33,77,10,32,20,26,7,33,40,21,7,2,15,20,-20
921,DAL,240,116,36,72,17,36,27,31,4,31,35,27,10,4,17,32,1
922,PHI,290,123,39,87,17,36,28,36,11,28,39,23,10,6,20,34,-9
923,HOU,290,132,42,94,14,39,34,44,16,35,51,19,9,3,21,27,9
924,IND,240,112,43,90,15,39,11,18,7,40,47,26,3,8,17,18,8
925,GSW,240,104,38,94,13,44,15,19,12,35,47,26,6,6,12,19,-8
926,ORL,240,102,34,93,8,32,26,29,15,37,52,21,8,2,14,19,-7
927,DAL,240,130,44,84,20,41,22,26,10,31,41,23,7,6,13,23,19
928,LAC,240,119,45,93,15,36,14,21,13,34,47,30,4,5,12,17,2
929,MIA,240,93,31,79,14,40,17,22,9,36,45,23,7,3,17,11,-8
930,MEM,240,101,42,90,8,32,9,9,4,37,41,23,10,5,12,14,8
931,ATL,240,114,44,102,13,38,13,17,17,37,54,24,7,4,18,24,-7
932,OKC,240,121,43,95,12,34,23,24,14,35,49,25,8,4,16,19,7
933,BOS,240,116,44,90,13,36,15,21,13,36,49,27,6,3,11,22,6
934,TOR,240,110,39,85,10,28,22,30,12,34,46,19,6,5,13,20,-6
935,CHA,240,117,47,98,12,34,11,17,14,35,49,29,8,4,10,16,-2
936,MIL,240,109,38,85,13,40,20,26,7,38,45,31,9,4,17,20,7
937,PHX,240,111,40,91,13,37,18,26,13,28,41,28,5,5,13,16,-19
938,NYK,240,92,35,86,5,29,17,21,14,40,54,17,6,3,21,16,11
939,BKN,240,92,34,84,9,26,15,22,11,34,45,17,6,7,15,18,-11
940,PHX,240,133,49,94,19,37,16,20,14,31,45,38,5,0,11,18,38
941,BOS,240,103,35,81,15,38,18,20,8,40,48,18,11,9,17,19,11
942,NOP,240,121,41,81,11,26,28,36,6,30,36,29,10,5,11,22,15
943,LAL,240,130,52,96,10,26,16,22,9,42,51,34,5,5,15,14,11
944,DEN,240,106,41,81,8,31,16,24,9,34,43,24,5,5,19,22,-15
945,WAS,240,119,49,105,10,39,11,15,11,33,44,24,10,8,10,23,-11
946,IND,240,100,40,91,10,33,10,12,12,32,44,22,10,5,15,22,-16
947,POR,240,116,42,86,17,40,15,22,11,34,45,32,10,3,15,17,16
948,MEM,240,122,43,92,15,35,21,29,12,34,46,28,9,5,14,21,10
949,CHI,240,101,38,86,9,25,16,19,7,32,39,17,9,5,16,16,-9
950,SAC,240,110,40,86,13,43,17,19,5,41,46,30,10,2,19,17,9
951,CLE,240,81,29,83,8,35,15,20,8,31,39,17,7,6,19,15,-11
952,SAS,240,95,38,87,6,31,13,18,12,28,40,19,5,3,19,24,-38
953,DET,240,112,37,84,13,35,25,30,8,31,39,26,7,7,15,24,-10
954,TOR,240,121,47,84,9,29,18,25,12,31,43,31,12,4,17,24,13
955,ORL,240,108,38,78,11,28,21,26,5,24,29,23,9,2,16,20,-13
956,LAC,240,96,33,93,9,33,21,26,17,33,50,15,4,3,18,23,-27
957,DAL,240,121,43,100,24,61,11,14,14,36,50,27,7,5,11,20,21
958,NYK,240,100,35,77,10,31,20,28,7,38,45,18,7,1,20,17,-21
959,MIL,240,105,39,83,12,32,15,19,8,39,47,24,5,8,22,17,9
960,SAC,240,123,46,89,11,32,20,30,8,38,46,31,7,6,9,22,27
961,CHA,240,96,34,87,5,24,23,26,9,35,44,15,9,4,14,19,-9
962,POR,240,116,41,85,10,25,24,31,12,37,49,19,5,6,13,20,5
963,GSW,240,120,45,85,25,52,5,10,6,29,35,34,8,5,14,24,19
964,UTA,240,111,38,84,13,36,22,28,10,34,44,20,8,4,13,22,-5
965,MIN,240,128,47,89,10,30,24,30,12,32,44,25,13,10,23,23,-7
966,HOU,240,101,40,91,3,28,18,20,14,31,45,17,6,4,15,14,-19
967,OKC,240,135,48,93,11,26,28,35,13,29,42,26,11,5,21,18,7
968,ATL,240,117,49,88,10,28,9,14,12,31,43,24,7,3,12,14,8
969,WAS,240,116,39,86,12,33,26,35,18,38,56,23,3,9,14,23,-1
970,MIL,240,129,50,94,17,43,12,15,10,32,42,29,2,5,10,18,-4
971,LAL,240,133,52,96,11,26,18,24,12,32,44,32,6,4,4,16,4
972,CHA,240,117,40,95,12,29,25,31,19,26,45,25,6,3,4,24,1
973,DEN,240,109,45,85,12,32,7,13,9,24,33,31,8,0,16,12,-8
974,CLE,240,107,41,84,16,42,9,9,5,28,33,22,7,5,13,14,11
975,ORL,240,96,40,81,8,23,8,12,11,29,40,19,6,4,18,13,-11
976,BKN,240,114,44,82,11,32,15,22,7,34,41,27,7,5,18,27,9
977,TOR,240,105,38,87,7,24,22,30,11,32,43,16,7,2,14,19,-9
978,NOP,240,117,40,92,12,42,25,26,10,43,53,25,9,5,9,18,18
979,SAS,240,99,38,98,11,39,12,16,10,39,49,26,4,4,12,23,-18
980,PHI,240,109,40,91,14,33,15,17,10,32,42,23,7,5,13,21,-8
981,HOU,240,122,40,81,8,24,34,43,13,28,41,19,12,2,17,22,1
982,PHX,240,121,45,85,17,37,14,19,9,28,37,30,9,5,18,28,-1
983,IND,240,119,40,92,12,34,27,33,9,26,35,25,12,5,19,35,-20
984,MEM,240,117,42,97,11,30,22,28,19,38,57,22,8,11,12,18,8
985,BOS,265,116,40,87,15,45,21,28,7,41,48,26,6,2,20,18,-4
986,CHI,240,111,43,93,9,27,16,24,6,38,44,28,7,1,12,28,-8
987,GSW,240,119,42,87,20,50,15,23,7,43,50,32,2,5,20,19,8
988,MIA,265,120,48,101,11,35,13,18,12,38,50,19,11,3,17,24,4
989,UTA,240,139,46,83,15,34,32,37,8,39,47,29,7,2,26,28,20
990,DET,265,131,51,94,15,35,14,24,13,39,52,29,9,0,13,26,6
991,DAL,265,125,46,86,19,46,14,29,4,26,30,25,8,7,13,24,-6
992,LAC,240,112,37,93,10,30,28,36,17,22,39,16,9,5,11,23,-13
993,UTA,240,125,45,81,14,32,21,28,13,33,46,24,4,7,18,24,13
994,TOR,240,108,42,88,11,38,13,19,3,27,30,29,12,7,16,21,-18
995,ORL,240,108,39,79,8,27,22,25,6,27,33,26,5,3,18,21,-17
996,ATL,240,125,51,94,8,32,15,19,14,35,49,25,8,3,12,17,17
997,CLE,240,113,45,74,15,29,8,10,6,34,40,28,10,3,19,13,28
998,MIL,240,109,39,90,10,35,21,26,14,38,52,23,3,6,6,15,6
999,NYK,240,103,42,100,6,30,13,20,19,36,55,18,2,3,8,20,-6
1000,WAS,240,107,39,89,6,24,23,34,14,37,51,19,6,5,14,21,-6
1001,PHI,240,85,32,77,6,26,15,18,7,23,30,19,7,1,16,11,-28
1002,MEM,240,101,37,87,9,26,18,30,20,39,59,17,7,4,27,20,-8
1003,MIN,240,109,41,89,12,39,15,19,5,24,29,26,13,11,13,25,8
1004,OKC,240,119,48,94,9,27,14,21,15,37,52,17,4,4,12,20,8
1005,BOS,240,134,46,83,22,45,20,23,11,30,41,32,7,0,18,18,13
1006,MIA,240,121,47,90,18,40,9,9,9,23,32,25,8,3,15,21,-13
1007,SAS,240,111,41,92,10,37,19,25,13,31,44,27,5,2,11,20,-8
1008,SAC,240,137,48,95,16,43,25,29,11,47,58,28,8,5,18,25,23
1009,DEN,240,120,44,83,17,32,15,20,8,34,42,30,6,8,12,21,20
1010,LAL,240,128,48,97,14,37,18,26,13,35,48,28,5,6,8,18,19
1011,POR,240,109,42,90,8,24,17,21,12,33,45,21,4,5,12,25,-19
1012,IND,240,114,40,100,12,37,22,30,12,35,47,28,8,5,15,21,-23
1013,NOP,240,126,45,86,14,33,22,26,12,40,52,28,10,4,20,16,18
1014,HOU,240,100,37,88,12,41,14,18,10,29,39,18,5,6,14,20,-20
1015,CHI,240,113,41,82,4,25,27,33,5,30,35,21,5,6,12,19,-19
1016,PHX,240,132,49,93,15,33,19,21,10,36,46,22,3,5,14,28,19
1017,BKN,240,113,39,84,11,26,24,26,4,31,35,22,8,7,9,25,6
1018,DET,240,110,42,83,13,39,13,20,7,23,30,28,7,4,16,17,-30
1019,NYK,240,140,54,96,16,35,16,21,17,34,51,31,9,1,14,19,30
1020,GSW,240,113,42,88,11,43,18,23,10,40,50,27,6,3,18,23,-3
1021,DAL,240,116,42,91,15,44,17,27,8,31,39,21,7,4,14,21,3
1022,POR,240,112,42,90,17,35,11,15,9,34,43,24,6,7,11,23,-6
1023,LAC,240,118,41,89,13,31,23,28,14,34,48,26,6,7,13,18,6
1024,HOU,240,113,39,85,16,44,19,25,12,25,37,25,4,2,17,20,-16
1025,SAC,240,117,46,88,9,25,16,18,8,29,37,32,9,7,16,15,-5
1026,PHX,240,122,50,94,10,32,12,14,11,34,45,26,9,7,17,20,5
1027,IND,240,116,43,105,17,49,13,16,12,37,49,29,6,10,10,24,1
1028,ORL,240,102,38,80,13,31,13,22,9,26,35,18,9,5,18,18,-7
1029,CHI,240,114,43,93,6,22,22,25,13,37,50,21,6,3,8,17,7
1030,LAL,240,115,40,93,11,31,24,31,18,39,57,23,3,7,14,16,-1
1031,UTA,240,107,41,85,19,49,6,15,9,36,45,30,5,4,14,17,-7
1032,WAS,240,142,52,91,15,31,23,27,7,27,34,31,12,5,7,25,15
1033,PHI,240,104,39,86,10,28,16,18,10,27,37,23,10,3,12,19,3
1034,ATL,240,101,37,74,12,27,15,22,8,34,42,26,7,6,20,21,-3
1035,MIN,240,127,42,84,7,27,36,42,15,30,45,20,4,3,18,23,-15
1036,BOS,240,140,55,93,24,52,6,7,9,30,39,40,10,5,16,18,35
1037,TOR,240,100,37,84,12,28,14,17,7,38,45,23,4,5,12,17,12
1038,CHA,240,105,42,86,11,29,10,15,13,24,37,28,7,2,20,14,-35
1039,CLE,240,88,34,90,7,38,13,16,13,34,47,21,7,3,10,18,-12
1040,BKN,240,109,44,81,9,28,12,14,8,34,42,20,7,8,18,19,7
1041,NOP,240,105,39,87,9,32,18,20,14,35,49,21,12,8,22,18,4
1042,OKC,240,101,34,92,12,38,21,23,18,29,47,16,11,4,19,22,-4
1043,DEN,240,129,50,88,12,30,17,20,13,30,43,31,8,4,14,22,16
1044,CLE,240,102,33,77,8,28,28,33,10,31,41,14,3,4,14,20,8
1045,ATL,240,98,35,88,10,36,18,19,8,34,42,24,6,3,12,12,-8
1046,LAC,240,114,42,94,6,32,24,32,18,44,62,33,7,4,18,18,14
1047,DET,240,94,36,79,8,28,14,26,7,29,36,14,9,6,16,26,-8
1048,GSW,240,137,50,87,20,47,17,20,8,39,47,36,7,6,16,26,23
1049,PHI,240,133,50,77,11,27,22,27,6,37,43,32,10,8,16,19,30
1050,ORL,240,103,36,79,12,40,19,25,7,19,26,21,9,4,16,20,-30
1051,BOS,240,130,44,80,16,34,26,26,10,28,38,25,2,5,14,23,9
1052,BKN,240,111,41,78,15,35,14,18,4,34,38,27,6,2,8,24,14
1053,POR,240,97,35,79,12,33,15,22,11,31,42,27,4,2,13,16,-14
1054,MIN,240,114,39,88,14,35,22,29,6,25,31,22,7,2,14,19,-23
1055,IND,240,100,36,94,9,42,19,23,9,30,39,23,14,4,13,28,-14
1056,MIA,240,106,40,82,9,33,17,19,6,40,46,28,8,5,14,16,8
1057,WAS,240,121,44,82,7,28,26,33,6,23,29,23,8,1,4,21,-9
1058,MEM,240,127,46,95,12,32,23,31,16,34,50,32,4,2,11,23,4
1059,NYK,240,123,44,87,10,30,25,30,12,30,42,30,3,7,8,27,-4
1060,MIL,240,124,48,86,17,37,11,15,8,32,40,28,8,5,14,24,9
1061,DAL,240,115,41,80,17,41,16,25,6,26,32,23,6,2,13,17,-9
1062,TOR,240,105,38,88,8,26,21,26,17,31,48,20,10,2,13,21,5
1063,HOU,240,118,45,86,18,36,10,14,11,42,53,25,9,3,25,19,13
1064,OKC,240,105,38,97,10,44,19,23,16,25,41,19,12,3,15,15,-13
1065,LAL,240,143,47,81,17,33,32,37,3,36,39,25,4,7,17,20,5
1066,UTA,240,112,40,79,13,32,19,25,8,32,40,20,5,2,12,19,-1
1067,PHX,240,113,42,92,6,22,23,30,18,30,48,23,8,6,6,20,1
1068,DAL,240,100,35,73,11,39,19,24,4,30,34,28,7,5,16,26,-5
1069,SAS,240,138,53,105,18,37,14,20,17,30,47,33,8,5,10,32,-5
1070,WAS,240,107,40,93,11,39,16,20,13,32,45,27,7,9,12,18,-3
1071,MIA,240,110,42,89,7,26,19,23,10,37,47,24,5,5,13,19,3
1072,LAC,240,104,37,68,11,22,19,34,4,29,33,22,1,5,14,20,-10
1073,MIN,240,108,41,96,9,41,17,18,11,34,45,24,7,9,16,27,-2
1074,PHI,240,107,39,82,14,36,15,18,13,34,47,25,7,1,16,19,8
1075,MIL,240,117,42,83,15,32,18,25,8,35,43,27,4,9,13,22,15
1076,GSW,240,129,52,101,20,45,5,6,16,33,49,33,8,3,21,15,11
1077,POR,265,132,42,85,10,32,38,51,13,35,48,24,3,3,13,24,3
1078,DEN,240,114,44,89,10,30,16,23,10,27,37,27,9,5,6,24,10
1079,CHA,240,110,40,89,8,25,22,32,15,40,55,24,6,4,18,18,2
1080,ORL,240,99,34,80,9,35,22,27,9,26,35,20,7,6,14,15,-8
1081,BOS,240,122,41,83,16,37,24,27,4,34,38,27,9,6,10,24,18
1082,PHX,240,108,42,87,7,29,17,26,11,32,43,25,7,7,13,18,6
1083,DET,240,102,39,92,9,26,15,16,19,30,49,21,6,3,19,22,-6
1084,CHI,265,119,44,101,12,33,19,23,14,33,47,25,5,4,15,24,-4
1085,OKC,265,123,44,95,7,29,28,32,10,40,50,24,7,5,13,21,4
1086,ATL,240,122,39,82,15,39,29,36,6,22,28,14,9,6,14,26,-6
1087,HOU,240,128,41,87,12,35,34,41,22,37,59,25,9,4,22,29,6
1088,BKN,240,117,47,88,15,41,8,10,5,33,38,27,2,8,19,28,-11
1089,IND,240,128,43,86,12,34,30,38,5,36,41,28,13,4,10,11,11
1090,LAL,240,105,40,83,8,27,17,20,10,39,49,28,12,5,22,16,11
1091,UTA,240,118,46,97,11,45,15,17,15,27,42,28,12,6,13,15,-11
1092,CLE,240,102,34,87,12,33,22,26,10,31,41,12,9,2,9,17,-15
1093,NOP,240,111,37,86,10,31,27,31,11,30,41,26,9,4,13,22,-21
1094,SAS,240,94,38,100,6,33,12,16,20,30,50,21,11,3,16,18,-11
1095,SAC,240,104,36,87,9,36,23,26,11,34,45,20,3,4,18,22,-18
1096,MEM,240,132,47,91,18,38,20,27,13,33,46,26,4,4,14,20,21
1097,NYK,265,129,46,105,13,41,24,28,12,32,44,27,7,5,10,35,-3
1098,UTA,240,116,41,83,18,41,16,19,7,31,38,31,4,7,16,21,-9
1099,DET,240,125,44,89,12,24,25,27,8,30,38,24,9,2,7,20,9
1100,CHI,240,118,43,87,18,42,14,18,5,30,35,30,9,12,13,20,5
1101,MIL,240,113,41,90,12,38,19,25,11,37,48,24,5,3,20,17,-5
1102,GSW,240,124,48,97,19,51,9,13,12,33,45,36,11,5,13,26,17
1103,SAC,240,106,41,89,9,31,15,21,10,38,48,27,6,2,19,23,-9
1104,DEN,265,131,42,88,14,38,33,41,17,38,55,31,4,8,19,24,5
1105,POR,240,96,35,78,13,31,13,13,11,21,32,28,9,4,17,24,-18
1106,CLE,240,114,41,74,12,27,20,23,11,28,39,22,4,4,17,14,18
1107,IND,240,101,37,96,16,44,11,16,13,17,30,25,16,5,13,16,-14
1108,MIN,240,115,47,77,8,22,13,17,8,42,50,31,9,10,23,18,14
1109,BKN,240,112,45,82,17,38,5,7,7,32,39,32,10,11,21,24,14
1110,TOR,240,98,36,101,7,29,19,25,23,29,52,16,12,2,14,13,-14
1111,DAL,240,112,44,82,11,31,13,21,5,30,35,20,4,3,14,23,-13
1112,LAC,240,107,39,86,11,29,18,27,10,33,43,22,5,2,17,13,-17
